0.000000,0.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000,0.700000,-1.380000,0.000000,0.700000,-1.380000,0.000000,0.663730,-1.380000,0.000000,0.662222,-1.380000
0.000000,0.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000,0.700000,-1.380000,0.000000,0.700000,-1.380000,0.000000,0.663730,-1.380000,0.000000,0.662222,-1.380000
0.000000,0.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000,0.700000,-1.380000,0.000000,0.700000,-1.380000,0.000000,0.663730,-1.380000,0.000000,0.662222,-1.380000
0.000000,0.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000,0.700000,-1.380000,0.000000,0.700000,-1.380000,0.000000,0.663730,-1.380000,0.000000,0.662222,-1.380000
0.000000,0.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000,0.700000,-1.380000,0.000000,0.700000,-1.380000,0.000000,0.663730,-1.380000,0.000000,0.662222,-1.380000
0.000000,0.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000,0.700000,-1.380000,0.000000,0.700000,-1.380000,0.000000,0.663730,-1.380000,0.000000,0.662222,-1.380000
0.000000,0.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000,0.700000,-1.380000,0.000000,0.700000,-1.380000,0.000000,0.663730,-1.380000,0.000000,0.662222,-1.380000
0.000000,0.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000,0.700000,-1.380000,0.000000,0.700000,-1.380000,0.000000,0.663730,-1.380000,0.000000,0.662222,-1.380000
0.000000,0.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000,0.700000,-1.380000,0.000000,0.700000,-1.380000,0.000000,0.663730,-1.380000,0.000000,0.662222,-1.380000
0.000000,0.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000,0.700000,-1.380000,0.000000,0.700000,-1.380000,0.000000,0.663730,-1.380000,0.000000,0.662222,-1.380000
0.000000,0.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000,0.700000,-1.380000,0.000000,0.700000,-1.380000,0.000000,0.663730,-1.380000,0.000000,0.662222,-1.380000
0.000000,0.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000,0.700000,-1.380000,0.000000,0.700000,-1.380000,0.000000,0.663730,-1.380000,0.000000,0.662222,-1.380000
